Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,mois_sortie,annee_sortie,titre_normalise,nom_du_realisateur
Private Romeo,,2.4,198161,,2012-10-10,98.0,,28.0,7.0,10.0,2012.0,privateromeo,"De
Alan Brown"
Spirit Hunters,,1.2,209928,,2023-04-25,90.0,,36.0,15.0,4.0,2023.0,spirithunters,"De
J.P. Pierce"
Go For It!,,1.8,190717,,2012-05-02,105.0,,65.0,7.0,5.0,2012.0,goforit,"De
Carmen Marron"
Possessing Piper Rose,,2.4,201375,,2012-01-23,100.0,,36.0,7.0,1.0,2012.0,possessingpiperrose,"De
Kevin Fair"
Without Men,,1.4,196049,,2012-01-26,87.0,,54.0,8.0,1.0,2012.0,withoutmen,"De
Gabriela Tagliavini"
Universal Squadrons,,2.0,201698,,2012-02-14,79.0,,15.0,5.0,2.0,2012.0,universalsquadrons,"De
Mark Millhone"
All-Star Superman,,3.5,191175,,2016-03-21,76.0,,99.0,12.0,3.0,2016.0,allstarsuperman,"De
Sam Liu"
Hyenas,,1.3,192461,,2012-04-03,92.0,,31.0,11.0,4.0,2012.0,hyenas,"De
Eric Weston"
A Princess for Christmas,,3.3,200849,,,90.0,,115.0,11.0,,,aprincessforchristmas,"De
Michael Damian"
Megan Is Missing,,2.7,195244,,,85.0,,241.0,43.0,,,meganismissing,"De
Michael Goi"
William & Kate,,3.7,192606,,,87.0,,99.0,7.0,,,williamkate,"De
Mark Rosman"
Soul Surfer,,3.9,178079,42638646.0,,106.0,,309.0,32.0,,,soulsurfer,"De
Sean McNamara"
Rosewood Lane,,2.1,198458,,,92.0,,94.0,36.0,,,rosewoodlane,"De
Victor Salva"
Absentia,,2.4,211089,,,87.0,,87.0,15.0,,,absentia,"De
Mike Flanagan"
Sound of My Voice,,3.2,192146,,,85.0,,143.0,37.0,,,soundofmyvoice,"De
Zal Batmanglij"
Courageous,,3.3,186166,32308000.0,,130.0,,175.0,45.0,,,courageous,"De
Alex Kendrick"
Bucky Larson: Born to Be a Star,,1.5,145534,1450000.0,,97.0,,186.0,36.0,,,buckylarsonborntobeastar,"De
Tom Brady"
Silent House,,2.1,189384,11962731.0,,85.0,,156.0,30.0,,,silenthouse,"De
Chris Kentis,
Laura Lau"
The Terror Beneath,,2.0,203985,,,90.0,,27.0,10.0,,,theterrorbeneath,"De
Paul Ziller"
Quarantine 2: Terminal,,1.9,189554,,,82.0,,206.0,39.0,,,quarantine2terminal,"De
John Pogue"
The Lost Valentine,,4.1,195251,,,100.0,,134.0,12.0,,,thelostvalentine,"De
Darnell Martin"
Hellraiser: Revelations,,1.0,131452,,,75.0,,129.0,34.0,,,hellraiserrevelations,"De
Victor Garcia (VI)"
Super Eruption,,1.5,191807,,,89.0,,23.0,6.0,,,supereruption,"De
Matt Codd"
A Little Bit of Heaven,,3.7,172914,,,106.0,,183.0,15.0,,,alittlebitofheaven,"De
Nicole Kassell"
Super Tanker,,1.1,200287,,,90.0,,36.0,11.0,,,supertanker,"De
Jeffery Scott Lando"
Thor: Tales of Asgard,,3.3,192354,,,74.0,,65.0,8.0,,,thortalesofasgard,"De
Sam Liu"
Puncture,,3.5,179273,,,100.0,,255.0,35.0,,,puncture,"De
Adam Kassen,
Mark Kassen"
Violet & Daisy,,2.5,184956,,,88.0,,142.0,16.0,,,violetdaisy,"De
Geoffrey Fletcher"
Children of the Corn: Genesis,,1.7,207748,,,78.0,,18.0,6.0,,,childrenofthecorngenesis,"De
Joel Soisson"
Everything Must Go,,3.2,174080,2177098.0,,96.0,,31.0,6.0,,,everythingmustgo,"De
Dan Rush"
InSight,,1.6,195817,,,,,33.0,7.0,,,insight,"De
Richard Gabai"
The Hit List,,2.0,193273,,,86.0,,107.0,24.0,,,thehitlist,"De
William Kaufman"
Dead Space: Aftermath,,1.9,189124,,,74.0,,47.0,14.0,,,deadspaceaftermath,"De
Mike Disa"
Mardi Gras: Spring Break,,2.4,130321,,,88.0,,106.0,13.0,,,mardigrasspringbreak,"De
Phil Dornfeld"
Mega Python vs. Gatoroid,,1.8,184574,,,90.0,,62.0,19.0,,,megapythonvsgatoroid,"De
Mary Lambert"
Creature,,1.5,195045,,,93.0,,40.0,10.0,,,creature,"De
Fred Andrews"
Girl Fight,,3.4,25122,,,90.0,,63.0,12.0,,,girlfight,"De
Stephen Gyllenhaal"
Beyond,,2.2,203834,,,90.0,,24.0,6.0,,,beyond,"De
Josef Rusnak"
The Craigslist Killer,,2.3,205279,,,87.0,,39.0,6.0,,,thecraigslistkiller,"De
Stephen T. Kay"
Seven Days in Utopia,,2.7,188872,3588000.0,,96.0,,31.0,6.0,,,sevendaysinutopia,"De
Matt Russell"
Kingdom of Gladiators,,1.3,200063,,,90.0,,18.0,7.0,,,kingdomofgladiators,"De
Stefano Milla"
Tape 407,,1.4,206310,,,90.0,,85.0,31.0,,,tape407,"De
Everette Wallin,
Dale Fabrigar"
Amanda Knox: Murder on Trial in Italy,,2.9,190227,,,87.0,,79.0,10.0,,,amandaknoxmurderontrialinitaly,"De
Robert Dornhelm"
Behemoth,,2.1,207917,,,90.0,,41.0,10.0,,,behemoth,"De
David Hogan (II)"
Iron Invader,,1.6,192184,,,87.0,,15.0,7.0,,,ironinvader,"De
Paul Ziller"
Errors Of The Human Body,,2.8,190937,,,106.0,,21.0,8.0,,,errorsofthehumanbody,"De
Eron Sheean"
Holiday Engagement,,2.8,199747,,,100.0,,41.0,5.0,,,holidayengagement,"De
Jim Fall"
On The Inside,,2.0,218370,,,95.0,,47.0,9.0,,,ontheinside,"De
D.W. Brown"
The Trouble With Bliss,,1.8,170627,,,97.0,,77.0,5.0,,,thetroublewithbliss,"De
Michael Knowles"
Higher Ground,,2.7,180378,,,109.0,,15.0,5.0,,,higherground,"De
Vera Farmiga"
"Guns, Girls and Gambling",,2.3,208954,,,90.0,,65.0,20.0,,,gunsgirlsandgambling,"De
Michael Winnick"
Camel Spiders,,1.6,205632,,,89.0,,15.0,5.0,,,camelspiders,"De
Jim Wynorski"
The Ascension,,1.2,220528,,,80.0,,27.0,6.0,,,theascension,"De
Robert Stock"
Rites of Spring,,2.5,205985,,,80.0,,14.0,8.0,,,ritesofspring,"De
Padraig Reynolds"
The Bleeding House,,1.9,191627,,,86.0,,16.0,5.0,,,thebleedinghouse,"De
Philip Gelatt"
The Hunger Games,3.4,3.8,145083,406697224.0,2012-03-21,142.0,21.0,60381.0,3243.0,3.0,2012.0,thehungergames,"De
Gary Ross"
Cloud Atlas,3.4,3.9,143067,26181455.0,2013-03-13,165.0,29.0,21103.0,1883.0,3.0,2013.0,cloudatlas,"De
Lana Wachowski,
Tom Tykwer,
Lilly Wachowski"
Chronicle,3.4,3.5,184617,63159051.0,2012-02-22,84.0,25.0,18670.0,1616.0,2.0,2012.0,chronicle,"De
Josh Trank"
Rise of the Guardians,3.4,4.1,189909,98750400.0,2012-11-28,97.0,22.0,10596.0,888.0,11.0,2012.0,riseoftheguardians,"De
Peter Ramsey"
Django Unchained,4.6,4.5,190918,162001000.0,2013-01-16,164.0,33.0,89228.0,4953.0,1.0,2013.0,djangounchained,"De
Quentin Tarantino"
Silver Linings Playbook,3.5,3.8,145397,131929000.0,2013-01-30,122.0,24.0,25541.0,1512.0,1.0,2013.0,silverliningsplaybook,"De
David O. Russell"
Prometheus,3.4,3.3,141564,125113489.0,2012-05-19,123.0,22.0,32887.0,3386.0,5.0,2012.0,prometheus,"De
Ridley Scott"
Sinister,3.2,3.6,200962,47451277.0,2012-11-07,110.0,18.0,8036.0,1113.0,11.0,2012.0,sinister,"De
Scott Derrickson"
The Hobbit: An Unexpected Journey,3.2,4.2,119089,300160000.0,2012-12-12,169.0,25.0,56683.0,3746.0,12.0,2012.0,thehobbitanunexpectedjourney,"De
Peter Jackson"
Jack Reacher,3.2,3.6,111473,15210156.0,2012-12-26,131.0,23.0,20644.0,1418.0,12.0,2012.0,jackreacher,"De
Christopher McQuarrie"
The Place Beyond the Pines,3.6,4.0,194891,20627976.0,2013-03-20,140.0,28.0,18467.0,1409.0,3.0,2013.0,theplacebeyondthepines,"De
Derek Cianfrance"
The Avengers,4.0,4.1,130440,622169000.0,2012-04-25,143.0,25.0,71166.0,4003.0,4.0,2012.0,theavengers,"De
Joss Whedon"
The Dark Knight Rises,3.6,4.3,132874,447158354.0,2012-07-25,164.0,28.0,68691.0,5384.0,7.0,2012.0,thedarkknightrises,"De
Christopher Nolan"
The Impossible,3.1,4.1,146630,16626000.0,2012-11-21,107.0,19.0,8640.0,997.0,11.0,2012.0,theimpossible,"De
Juan Antonio Bayona"
Skyfall,4.0,4.2,145646,300937000.0,2012-10-26,143.0,24.0,51140.0,3834.0,10.0,2012.0,skyfall,"De
Sam Mendes"
The Tall Man,2.6,2.9,182063,570952.0,2012-09-05,105.0,19.0,5590.0,1080.0,9.0,2012.0,thetallman,"De
Pascal Laugier"
Looper,3.9,3.7,139291,65587055.0,2012-10-31,110.0,23.0,24098.0,1580.0,10.0,2012.0,looper,"De
Rian Johnson"
Life of Pi,3.6,4.0,54343,124279000.0,2012-12-19,125.0,28.0,22171.0,1403.0,12.0,2012.0,lifeofpi,"De
Ang Lee"
Brave,3.5,3.8,135528,236616000.0,2012-08-01,95.0,19.0,23686.0,1257.0,8.0,2012.0,brave,"De
Mark Andrews,
Steve Purcell,
Brenda Chapman"
Total Recall,1.9,2.8,144148,56738151.0,2012-08-15,121.0,17.0,17758.0,1438.0,8.0,2012.0,totalrecall,"De
Len Wiseman"
The Amazing Spider-Man,3.0,3.6,128188,259524833.0,2012-07-04,137.0,25.0,40286.0,2809.0,7.0,2012.0,theamazingspiderman,"De
Marc Webb"
Project X,3.0,3.1,185031,54061268.0,2012-03-14,87.0,13.0,22819.0,1580.0,3.0,2012.0,projectx,"De
Nima Nourizadeh"
Moonrise Kingdom,3.7,4.0,187864,42966193.0,2012-05-16,94.0,23.0,10296.0,944.0,5.0,2012.0,moonrisekingdom,"De
Wes Anderson"
Flight,3.2,3.7,193101,91920000.0,2013-02-13,138.0,24.0,10073.0,1060.0,2.0,2013.0,flight,"De
Robert Zemeckis"
Safe House,2.7,3.3,183321,125604000.0,2012-02-22,116.0,15.0,5165.0,563.0,2.0,2012.0,safehouse,"De
Daniel Espinosa"
The Perks of Being a Wallflower,3.3,4.1,182120,16641060.0,2013-01-02,103.0,15.0,14553.0,918.0,1.0,2013.0,theperksofbeingawallflower,"De
Stephen Chbosky"
Argo,3.7,4.1,190267,135178251.0,2012-11-07,119.0,27.0,25777.0,1715.0,11.0,2012.0,argo,"De
Ben Affleck"
The Master,3.8,3.0,176279,15511000.0,2013-01-09,137.0,31.0,3460.0,506.0,1.0,2013.0,themaster,"De
Paul Thomas Anderson"
The Dictator,2.8,3.0,188021,58705052.0,2012-06-20,83.0,27.0,8761.0,994.0,6.0,2012.0,thedictator,"De
Larry Charles"
Hotel Transylvania,3.1,3.7,126079,143500130.0,2013-02-13,91.0,20.0,7464.0,654.0,2.0,2013.0,hoteltransylvania,"De
Genndy Tartakovsky"
Journey 2: The Mysterious Island,2.1,2.7,144687,102581334.0,2012-02-15,93.0,17.0,4660.0,535.0,2.0,2012.0,journey2themysteriousisland,"De
Brad Peyton"
Zero Dark Thirty,4.1,3.9,193444,94655000.0,2013-01-23,149.0,31.0,10188.0,979.0,1.0,2013.0,zerodarkthirty,"De
Kathryn Bigelow"
Ted,3.6,3.2,180343,215975550.0,2012-10-10,107.0,26.0,27565.0,1676.0,10.0,2012.0,ted,"De
Seth MacFarlane"
Wreck-It Ralph,3.3,4.1,190157,187392000.0,2012-11-21,108.0,23.0,10723.0,878.0,11.0,2012.0,wreckitralph,"De
Rich Moore"
Dark Shadows,3.5,3.3,130298,76280764.0,2012-05-09,112.0,27.0,26402.0,1894.0,5.0,2012.0,darkshadows,"De
Tim Burton"
Lincoln,3.9,3.6,61505,180848000.0,2013-01-30,149.0,32.0,9361.0,1239.0,1.0,2013.0,lincoln,"De
Steven Spielberg"
Snow White and the Huntsman,3.2,3.1,187396,153261285.0,2012-06-02,126.0,25.0,25433.0,1850.0,6.0,2012.0,snowwhiteandthehuntsman,"De
Rupert Sanders"
The Bourne Legacy,2.8,3.1,134373,112275305.0,2012-09-14,136.0,21.0,9246.0,1077.0,9.0,2012.0,thebournelegacy,"De
Tony Gilroy"
The Campaign,3.1,2.8,194940,85927000.0,2012-08-29,97.0,9.0,1404.0,212.0,8.0,2012.0,thecampaign,"De
Jay Roach"
The Words,,3.6,190358,11000211.0,2015-05-15,99.0,,1713.0,178.0,5.0,2015.0,thewords,"De
Brian Klugman,
Lee Sternthal"
Rock of Ages,2.5,2.9,141538,37966435.0,2012-07-11,122.0,21.0,1605.0,273.0,7.0,2012.0,rockofages,"De
Adam Shankman"
The Blue Lagoon: The Awakening (TV),,3.2,200836,,2018-03-28,85.0,,579.0,50.0,3.0,2018.0,thebluelagoontheawakeningtv,"De
Mikael Salomon"
The Grey,3.5,3.4,177500,50179091.0,2012-02-29,117.0,22.0,6644.0,921.0,2.0,2012.0,thegrey,"De
Joe Carnahan"
The Vow,2.0,3.7,184864,123922180.0,2012-05-16,104.0,9.0,5628.0,464.0,5.0,2012.0,thevow,"De
Michael Sucsy"
John Carter,3.1,3.2,137263,72456000.0,2012-03-07,140.0,22.0,16781.0,1273.0,3.0,2012.0,johncarter,"De
Andrew Stanton"
Lawless,3.4,4.1,200399,37001460.0,2012-09-12,115.0,23.0,9810.0,1028.0,9.0,2012.0,lawless,"De
John Hillcoat"
Ghost Rider: Spirit of Vengeance,1.8,1.5,173074,50753664.0,2012-02-15,105.0,5.0,5155.0,736.0,2.0,2012.0,ghostriderspiritofvengeance,"De
Mark Neveldine,
Brian Taylor"
Battleship,2.3,2.5,146628,63869050.0,2012-04-11,130.0,23.0,16684.0,1561.0,4.0,2012.0,battleship,"De
Peter Berg"
Magic Mike,3.4,3.0,193339,112252000.0,2012-08-15,110.0,16.0,4371.0,483.0,8.0,2012.0,magicmike,"De
Steven Soderbergh"
Dead Man Down,2.2,3.4,199062,10625000.0,2013-04-03,117.0,13.0,2172.0,280.0,4.0,2013.0,deadmandown,"De
Niels Arden Oplev"
Dredd,,3.2,141846,12695655.0,2013-02-11,95.0,,3713.0,533.0,2.0,2013.0,dredd,"De
Pete Travis"
Mud,4.1,4.1,196628,20488000.0,2013-05-01,130.0,26.0,8791.0,869.0,5.0,2013.0,mud,"De
Jeff Nichols"
Spring Breakers,3.7,2.2,199070,13529190.0,2013-03-06,94.0,26.0,9288.0,1637.0,3.0,2013.0,springbreakers,"De
Harmony Korine"
Savages,3.0,3.4,178686,46078645.0,2012-09-26,130.0,26.0,6572.0,776.0,9.0,2012.0,savages,"De
Oliver Stone"
Gangster Squad,2.4,3.6,186168,43092147.0,2013-02-06,113.0,20.0,14543.0,1099.0,2.0,2013.0,gangstersquad,"De
Ruben Fleischer"
Frankenweenie,3.8,3.8,132661,33339919.0,2012-10-31,87.0,28.0,9249.0,601.0,10.0,2012.0,frankenweenie,"De
Tim Burton"
Stoker,3.3,3.4,183129,1127000.0,2013-05-01,100.0,29.0,4027.0,514.0,5.0,2013.0,stoker,"De
Park Chan-Wook"
Dr. Seuss' The Lorax,2.9,3.0,170530,212490250.0,2012-07-18,87.0,19.0,3009.0,364.0,7.0,2012.0,drseussthelorax,"De
Chris Renaud,
Kyle Balda"
The Twilight Saga: Breaking Dawn - Part 2,2.9,3.0,182749,289206000.0,2012-11-07,115.0,18.0,23215.0,1634.0,11.0,2012.0,thetwilightsagabreakingdawnpart2,"De
Bill Condon"
End of Watch,3.7,3.8,196315,40500000.0,2012-11-14,108.0,22.0,3689.0,443.0,11.0,2012.0,endofwatch,"De
David Ayer"
Mirror Mirror,2.4,2.4,185932,63477027.0,2012-04-11,105.0,25.0,3878.0,489.0,4.0,2012.0,mirrormirror,"De
Tarsem Singh"
Frances Ha,4.1,3.8,211250,2921000.0,2013-07-03,86.0,25.0,2299.0,264.0,7.0,2013.0,francesha,"De
Noah Baumbach"
Ice Age: Continental Drift,3.3,3.7,181059,159493000.0,2012-06-16,94.0,22.0,23625.0,1305.0,6.0,2012.0,iceagecontinentaldrift,"De
Steve Martino,
Mike Thurmeier"
Red Dawn,1.5,2.5,138019,42626783.0,2013-08-28,93.0,11.0,1431.0,179.0,8.0,2013.0,reddawn,"De
Dan Bradley"
You're Next,3.3,3.0,192301,13340000.0,2013-09-04,95.0,18.0,2432.0,374.0,9.0,2013.0,yourenext,"De
Adam Wingard"
The Expendables 2,3.0,3.2,186189,84025347.0,2012-08-22,102.0,15.0,20569.0,1848.0,8.0,2012.0,theexpendables2,"De
Simon West"
21 Jump Street,2.7,3.5,49775,137181723.0,2012-06-06,109.0,15.0,9095.0,704.0,6.0,2012.0,21jumpstreet,"De
Phil Lord,
Christopher Miller"
Wrong,3.1,3.3,197655,41965.0,2012-09-05,93.0,22.0,1903.0,229.0,9.0,2012.0,wrong,"De
Quentin Dupieux"
Men In Black III,3.2,3.4,139622,177549434.0,2012-05-12,104.0,17.0,28848.0,1374.0,5.0,2012.0,meninblackiii,"De
Barry Sonnenfeld"
Think Like a Man,,3.7,193251,90313422.0,2012-09-05,123.0,,871.0,49.0,9.0,2012.0,thinklikeaman,"De
Tim Story"
Safe,2.3,3.2,193506,16671000.0,2012-06-27,95.0,11.0,3216.0,368.0,6.0,2012.0,safe,"De
Boaz Yakin"
Hitchcock,2.6,3.4,189691,4194968.0,2013-02-06,98.0,33.0,3398.0,476.0,2.0,2013.0,hitchcock,"De
Sacha Gervasi"
American Reunion,1.6,3.4,188521,56478000.0,2012-05-02,114.0,16.0,8006.0,860.0,5.0,2012.0,americanreunion,"De
Jon Hurwitz,
Hayden Schlossberg"
On The Road,3.0,2.8,181593,375747.0,2012-05-23,140.0,22.0,3323.0,438.0,5.0,2012.0,ontheroad,"De
Walter Salles"
Bullet to the Head,1.9,2.6,142911,8171000.0,2013-02-27,91.0,17.0,2267.0,329.0,2.0,2013.0,bullettothehead,"De
Walter Hill"
The Oranges,,2.3,178503,,2017-04-03,90.0,,252.0,33.0,4.0,2017.0,theoranges,"De
Julian Farino"
Trouble With The Curve,2.6,3.4,198088,34660227.0,2012-11-21,111.0,18.0,2518.0,295.0,11.0,2012.0,troublewiththecurve,"De
Robert Lorenz"
Pitch Perfect,2.6,3.8,208563,63869423.0,2013-05-08,113.0,11.0,4304.0,286.0,5.0,2013.0,pitchperfect,"De
Jason Moore"
The Five-Year Engagement,3.1,2.6,134544,27965000.0,2012-08-01,125.0,18.0,1484.0,152.0,8.0,2012.0,thefiveyearengagement,"De
Nicholas Stoller"
The Magic of Belle Isle,,3.6,190415,,2014-04-01,109.0,,392.0,47.0,4.0,2014.0,themagicofbelleisle,"De
Rob Reiner"
The First Time,,4.0,100673,,2017-02-01,95.0,,1372.0,86.0,2.0,2017.0,thefirsttime,"De
Jonathan Kasdan"
The Lucky One,,3.7,171580,59477812.0,2012-12-05,101.0,,2245.0,136.0,12.0,2012.0,theluckyone,"De
Scott Hicks"
Killing Them Softly,3.3,2.5,187420,14140432.0,2012-12-05,97.0,21.0,3659.0,587.0,12.0,2012.0,killingthemsoftly,"De
Andrew Dominik"
Underworld : Awakening,2.6,3.2,171098,61380487.0,2012-02-08,90.0,8.0,5869.0,656.0,2.0,2012.0,underworldawakening,"De
Måns Mårlind,
Björn Stein"
Clash of the Titans 2: Wrath of the Titans,1.8,2.3,181289,81619832.0,2012-03-28,99.0,5.0,7567.0,835.0,3.0,2012.0,clashofthetitans2wrathofthetitans,"De
Jonathan Liebesman"
The Possession,2.1,2.7,187900,48391383.0,2012-12-26,95.0,13.0,2517.0,419.0,12.0,2012.0,thepossession,"De
Ole Bornedal"
Beasts of the Southern Wild,4.1,3.9,200333,8110969.0,2012-12-12,92.0,27.0,2986.0,447.0,12.0,2012.0,beastsofthesouthernwild,"De
Benh Zeitlin"
The Cold Light of Day,1.5,1.9,140288,1831588.0,2012-05-02,93.0,11.0,1637.0,218.0,5.0,2012.0,thecoldlightofday,"De
Mabrouk el Mechri"
This Means War,1.8,3.0,178074,54112000.0,2012-03-21,100.0,17.0,4505.0,455.0,3.0,2012.0,thismeanswar,"De
 McG"
LOL,1.5,1.8,178506,71203.0,2012-09-12,96.0,13.0,2071.0,231.0,9.0,2012.0,lol,"De
Lisa Azuelos"
Madagascar 3: Europe's Most Wanted,3.0,3.6,146915,213689062.0,2012-06-06,93.0,23.0,7372.0,745.0,6.0,2012.0,madagascar3europesmostwanted,"De
Eric Darnell,
Tom McGrath,
Conrad Vernon"
To Rome with Love,2.6,2.8,192634,15089051.0,2012-07-04,111.0,22.0,3167.0,455.0,7.0,2012.0,toromewithlove,"De
Woody Allen"
40 Days and Nights,,1.3,213200,,2013-09-17,86.0,,65.0,23.0,9.0,2013.0,40daysandnights,"De
Peter Geiger"
Silent Night,,2.1,205950,,2020-10-08,89.0,,109.0,18.0,10.0,2020.0,silentnight,"De
Steven C. Miller"
Chasing Mavericks,2.0,4.0,179672,5230000.0,2012-11-28,116.0,9.0,1126.0,128.0,11.0,2012.0,chasingmavericks,"De
Michael Apted,
Curtis Hanson"
No,4.1,3.9,197326,276596.0,2013-03-06,117.0,28.0,1926.0,221.0,3.0,2013.0,no,"De
Pablo Larraín"
House at the End of the Street,,2.7,182518,30782862.0,2012-11-21,101.0,,1761.0,255.0,11.0,2012.0,houseattheendofthestreet,"De
Mark Tonderai"
This Is 40,3.4,2.4,189379,66349000.0,2013-03-13,134.0,24.0,2754.0,363.0,3.0,2013.0,thisis40,"De
Judd Apatow"
Red Lights,,2.7,186634,,2014-04-11,113.0,,867.0,117.0,4.0,2014.0,redlights,"De
Rodrigo Cortés"
The Pirates! Band of Misfits,4.0,3.4,43118,28560404.0,2012-03-28,89.0,20.0,2140.0,311.0,3.0,2012.0,thepiratesbandofmisfits,"De
Jeff Newitt,
Peter Lord"
Red Tails,,2.9,120385,48670098.0,2020-03-24,,,298.0,36.0,3.0,2020.0,redtails,"De
Anthony M. Hemingway"
Out in the Dark,2.8,4.0,208066,9681.0,2013-05-22,96.0,11.0,321.0,58.0,5.0,2013.0,outinthedark,"De
Michael Mayer"
Abraham Lincoln: Vampire Hunter,2.3,2.4,184552,35898000.0,2012-08-08,105.0,19.0,5094.0,742.0,8.0,2012.0,abrahamlincolnvampirehunter,"De
Timur Bekmambetov"
The Bay,3.6,2.2,185284,80274.0,2013-06-19,88.0,20.0,1797.0,347.0,6.0,2013.0,thebay,"De
Barry Levinson"
Premium Rush,3.0,3.2,185050,18800000.0,2012-09-05,91.0,9.0,3052.0,412.0,9.0,2012.0,premiumrush,"De
David Koepp"
That's My Boy,,2.6,189527,34300000.0,2015-01-01,116.0,,644.0,76.0,1.0,2015.0,thatsmyboy,"De
Sean Anders"
The Three Stooges,3.0,1.5,140421,43118000.0,2012-07-25,92.0,5.0,199.0,48.0,7.0,2012.0,thethreestooges,"De
Peter Farrelly,
Bobby Farrelly"
Temptation: Confessions of a Marriage Counselor,,3.0,203544,51700000.0,2016-04-27,111.0,,47.0,7.0,4.0,2016.0,temptationconfessionsofamarriagecounselor,"De
Tyler Perry"
Seeking a Friend for the End of the World,2.9,3.0,192332,6619173.0,2012-08-08,100.0,17.0,2933.0,366.0,8.0,2012.0,seekingafriendfortheendoftheworld,"De
Lorene Scafaria"
The Paperboy,2.6,2.5,193901,152462.0,2012-10-17,111.0,28.0,2320.0,375.0,10.0,2012.0,thepaperboy,"De
Lee Daniels"
Breathe In,,3.0,196811,,2018-04-30,98.0,,263.0,21.0,4.0,2018.0,breathein,"De
Drake Doremus"
Thanks for Sharing,,2.8,193832,,2015-07-15,112.0,,293.0,17.0,7.0,2015.0,thanksforsharing,"De
Stuart Blumberg"
The Brass Teapot,,3.3,196372,,2014-05-15,106.0,,168.0,23.0,5.0,2014.0,thebrassteapot,"De
Ramaa Mosley"
Halo 4 - Forward Unto Dawn,,3.3,220695,,2018-12-29,82.0,,316.0,32.0,12.0,2018.0,halo4forwarduntodawn,"De
Stewart Hendler"
The Watch,2.6,2.3,139358,33000000.0,2012-09-12,100.0,19.0,2847.0,424.0,9.0,2012.0,thewatch,"De
Akiva Schaffer"
To the Wonder,2.8,2.3,178063,84252.0,2013-03-06,113.0,29.0,2406.0,266.0,3.0,2013.0,tothewonder,"De
Terrence Malick"
Stuck in Love,,3.8,202794,,2015-08-28,97.0,,636.0,39.0,8.0,2015.0,stuckinlove,"De
Josh Boone"
The Raven,2.2,3.0,170893,14723775.0,2012-06-20,111.0,14.0,1101.0,191.0,6.0,2012.0,theraven,"De
James McTeigue"
Six Bullets,,2.8,208704,,2017-03-01,115.0,,340.0,76.0,3.0,2017.0,sixbullets,"De
Ernie Barbarash"
ParaNorman,3.8,3.7,194879,54917000.0,2012-08-22,87.0,17.0,2170.0,289.0,8.0,2012.0,paranorman,"De
Sam Fell,
Chris Butler"
Eden,2.2,3.0,195572,,2013-11-13,97.0,11.0,170.0,31.0,11.0,2013.0,eden,"De
Megan Griffiths"
Disconnect,,4.1,180755,1300000.0,2018-02-01,115.0,,658.0,56.0,2.0,2018.0,disconnect,"De
Henry Alex Rubin"
Twixt,3.0,2.3,187192,106347.0,2012-04-11,89.0,33.0,2714.0,311.0,4.0,2012.0,twixt,"De
Francis Ford Coppola"
Ruby Sparks,2.7,3.8,205375,1240600.0,2012-10-03,103.0,18.0,1934.0,205.0,10.0,2012.0,rubysparks,"De
Jonathan Dayton,
Valerie Faris"
Wrong Turn 5: Bloodlines,,1.8,213021,,2015-02-01,85.0,,397.0,49.0,2.0,2015.0,wrongturn5bloodlines,"De
Declan O'Brien"
V/H/S,,2.4,203763,,2017-11-19,116.0,,869.0,161.0,11.0,2017.0,vhs,"De
David Bruckner,
Glenn McQuaid,
Joe Swanberg"
Gambit,2.5,2.1,188147,91892.0,2013-02-06,89.0,13.0,909.0,139.0,2.0,2013.0,gambit,"De
Michael Hoffman"
The Company You Keep,2.7,3.2,142773,4510500.0,2013-05-08,122.0,20.0,2050.0,286.0,5.0,2013.0,thecompanyyoukeep,"De
Robert Redford"
The Devil Inside,2.1,1.5,193483,51289972.0,2012-02-22,83.0,8.0,2098.0,468.0,2.0,2012.0,thedevilinside,"De
William Brent Bell"
What To Expect When You're Expecting,1.6,2.6,193517,39797947.0,2012-06-20,110.0,14.0,2212.0,226.0,6.0,2012.0,whattoexpectwhenyoureexpecting,"De
Kirk Jones (II)"
Act of Valor,,3.4,195562,68764310.0,2014-07-09,101.0,,576.0,69.0,7.0,2014.0,actofvalor,"De
Mike McCoy ( I ),
Scott Waugh"
Walking With Dinosaurs 3D,2.4,2.4,187818,7300000.0,2013-12-18,87.0,5.0,514.0,95.0,12.0,2013.0,walkingwithdinosaurs3d,"De
Neil Nightingale,
Barry Cook"
Tinker Bell: Secret of the Wings,2.4,3.8,208154,1412257.0,2012-10-10,77.0,8.0,1453.0,145.0,10.0,2012.0,tinkerbellsecretofthewings,"De
Peggy Holmes,
Roberts Gannaway"
The Sessions,3.4,3.8,193256,5209000.0,2013-03-06,95.0,20.0,967.0,126.0,3.0,2013.0,thesessions,"De
Ben Lewin"
The Odd Life of Timothy Green,,3.5,147452,50193000.0,2019-02-01,105.0,,424.0,36.0,2.0,2019.0,theoddlifeoftimothygreen,"De
Peter Hedges"
Identity Thief,1.9,2.4,196847,133967500.0,2013-06-12,112.0,12.0,1408.0,153.0,6.0,2013.0,identitythief,"De
Seth Gordon"
"Batman : The Dark Knight Returns, Part 1",,4.2,209565,,2013-05-02,72.0,,967.0,78.0,5.0,2013.0,batmanthedarkknightreturnspart1,"De
Jay Oliva"
